S_STORE_NAME1|S_STORE_ID1|D_WEEK_SEQ1|SUN_SALES1/SUN_SALES2|MON_SALES1/MON_SALES2|TUE_SALES1/TUE_SALES2|WED_SALES1/WED_SALES2|THU_SALES1/THU_SALES2|FRI_SALES1/FRI_SALES2|SAT_SALES1/SAT_SALES2|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5271|1.36265187580092930077869487957766184787E00|3.08639562548733430633584581242377591619E00|3.22088522575112915403138244975711398265E-01|4.80423597960097751864278922843604875021E-01|1.1416324806328206532218772953217019861E00|7.59840693321817874756561352952368329354E-01|1.84548616820774883944495743577418824393E00|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
 able|AAAAAAAACAAAAAAA|5272|1.09689572780273344165153397687087833317E00|7.58347615616092239440603836568873028693E-01|6.80007250543790784308823161737130284771E-01|9.87386123260772465636824851043747208387E-01|1.00343721944337565730409131717327177119E00|1.33354788381053512052892130545561326337E00|9.92338020710512053551112269509707793954E-01|
