D_WEEK_SEQ1|ROUND(SUN_SALES1/SUN_SALES2,2)|ROUND(MON_SALES1/MON_SALES2,2)|ROUND(TUE_SALES1/TUE_SALES2,2)|ROUND(WED_SALES1/WED_SALES2,2)|ROUND(THU_SALES1/THU_SALES2,2)|ROUND(FRI_SALES1/FRI_SALES2,2)|ROUND(SAT_SALES1/SAT_SALES2,2)|
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5278|1.41|1.93|.69|9.84||4.96||
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5279|3.94|1.01|1.1|.62|2.42||3.96|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5280|2.38|2.2||1.36|.42|.33|1.24|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
 5281|.21|4.66|.48|.92|.21|1.73|2.68|
